,60,100,140,200
0,0.13159177626071264,0.16243755280877342,0.11602007078939547,0.10698065339838297
1,0.09332949613789498,0.07624357056553237,0.05808989843995292,0.09033377657586072
2,0.10122218418381812,0.06633344534864818,0.08640193593480196,0.08254013045439876
3,0.03498628283741702,0.06731057851205086,0.08780625319325192,0.10416246520609569
4,0.039571320121693954,0.042537006760944934,0.07764347974146017,0.06616829232989571
5,0.014854153055375074,0.03158574218992646,0.08420075842660173,0.10462039146112577
6,0.04011087009166023,0.08215350528395693,0.08735589918126074,0.0902179974574118
7,0.10656472253214061,0.1242585251075557,0.11854477748372849,0.109922397340986
8,0.06465893952210627,0.026369249245427537,0.08378446581930661,0.08771658360398757
9,0.06525215596276841,0.07483957818290377,0.08714409140416764,0.10118356784180713
